title,url,description,city
VoIP Expert + Python dev Fullstack,https://jobs.dou.ua/companies/global-teams/vacancies/272884/,"Position Title: VoIP ExpertLocation: Ukraine, EuropeAbout Us: Your Company is a leading innovator in the field of VoIP.. We are committed to delivering cutting-edge solutions to our clients and ensuring exceptional service quality. As part of our ongoing growth, we are looking for a highly skilled VoIP Expert to join our dynamic team.Position Overview: We are seeking a seasoned VoIP Expert with extensive experience in Asterisk, FreeSWITCH, OpenSIPs, Drachtio, and Node.js. The ideal candidate will have a robust fifteen-year background in software engineering, specializing in VoIP solutions, with a proven track record of leveraging Node.js for the past nine years. This role requires a deep understanding of VoIP technologies and the ability to deliver scalable, efficient solutions tailored to our clients’ unique requirements.Key Responsibilities:Design, develop, and maintain VoIP solutions using Asterisk, FreeSWITCH, Kamailio, OpenSIPs, and Drachtio.Implement and manage backend development using Python, Node.js and Golang.Work with various databases including Postgres, MySQL, MongoDB, and Redis.Utilize message queue systems such as RabbitMQ, AWS SQS, and Redis.Manage infrastructure and monitoring tools including ELK stack (Elasticsearch, Logstash, Kibana, Grafana) and Prometheus.Apply expertise in SIP protocol and WebRTC technologies.Utilize cloud platforms such as AWS and GCP.Implement DevOps practices and tools including Docker, Kubernetes, Ansible, Chef, Linux, and CI/CD practices.Collaborate with cross-functional teams to deliver customized solutions and meet project deadlines.Key Expertise:VoIP Technologies: SIP protocol, Asterisk, FreeSWITCH, Kamailio/OpenSIPs, Drachtio, WebRTC.Backend Development: Python, Node.js, Golang, and experience with PHP.Databases: Postgres, MySQL, MongoDB, Redis.Message Queues: RabbitMQ, AWS SQS, Redis.Infrastructure & Monitoring: ELK stack (Elasticsearch, Logstash, Kibana, Grafana), Prometheus.Cloud Platforms: AWS, GCP.DevOps Tools: Docker, Kubernetes, Ansible, Chef, Linux, CI/CD practices.Qualifications:Minimum of 5 years of experience in software engineering, specializing in VoIP solutions.Hands-on experience with Node.js.Proven experience with Asterisk, FreeSWITCH, Kamailio/OpenSIPs, and Drachtio.Strong understanding of backend development, databases, and message queues.Experience with cloud platforms and DevOps tools.Excellent problem-solving skills and the ability to deliver innovative solutions.Strong communication skills and the ability to work collaboratively in a team environment.Why Join Us:Opportunity to work on cutting-edge VoIP projects.Collaborative and innovative work environment.Competitive salary and benefits package.Professional development and growth opportunities.",віддалено
Looking for a Python developer,https://jobs.dou.ua/companies/new-wave-devs/vacancies/272808/,"We are in the Insurtech/Healthcare. Looking for a talented and strong Python developer for backend development, involving rule-based systems and API calls, pipelines for MLs, etc. Company values ​​are based on the fact that we hire people, not “resources”, which means:— An absolute prohibition on forced overtime. Your family, hobby, dog, and so on will never be left without you because someone “asked” you to work longer;— If overtime is present, of course at the request of a candidate and of course is paid;— NO formal communication, we love jokes;— An internally developed training system for employees to improve skills during working hours;— A bonus system that involves additional payment for solving risky tasks or for additional responsibility on a project.Hurry up and write to us. Looking forward to cooperating with you!",віддалено
Full stack web developer (Python/Angluar 2+),https://jobs.dou.ua/companies/lead-capital-group/vacancies/98035/,"Всім Привіт! 
Зараз Шукаєм фул стек Python/ Angular 2+ ; ( продуктова компанія, аутсорсу немає, всі пректи власні) у Франківську знаходиться ІТ відділ компанії ( ідеальний кандидат зможе працювати у Франківську або знаходиться у Вроцлаві;проект : ezauto.co.za 
Stack tech on a project :Python , Angular 2+ , PostrgreSQL;
Компанія з Південної Африки, головний офіс у Кейптауні. Також є офіси в Канаді, Ізраїль, Аргентина та Україна ( Івано — Франківськ) ;
У Франківську — ІТ відділ компанії по вул.Незалежності 34А;",Івано-Франківськ
"Software Engineer (C, Python)",https://jobs.dou.ua/companies/plvision/vacancies/269637/,"Ready for interesting challenges with firmware simulation, virtualization and performance optimization?PLVision is looking for a Software Engineer with a strong command of C and Python to join our experienced team, building a software simulator for L2/L3 switches. In this role, you’ll gain valuable insights into how networking devices function at their core, mastering the packet flow and working directly with firmware.This project is a fantastic opportunity to advance your technical skills while working with leading networking technologies. Join us, get full support from our expert team and secure your engineering future. Client profileOur customer is an Israel-based leader in the global networking equipment market, recently acquired by a multinational technology corporation. PLVision has been working with the customer since 2015 and the team, as well as the variety of projects, are constantly expanding. About PLVisionWe are a software product development company specializing in computer networking and embedded systems. PLVision has offices in Krakow, Poland, and in Ukraine: Lviv, Odesa, Kyiv, and Kharkiv (currently relocated). Founded in 2007, the company helps networking industry leaders and ambitious startups in the U.S., Israel, and EU countries to launch innovative products. Vacancy responsibilities: — Design and development of ASIC and hardware system simulator modules— Firmware integration— Troubleshoot issuesVacancy requirements: — Master’s or Bachelor’s Degree in Computer Science or Computer Engineering— 2+ years of commercial experience in Embedded Systems or Networking— Strong knowledge of Python and C— Understanding of Object-Oriented Programming (OOP) concepts— Practical experience with Linux— English at an intermediate level or higherVacancy plus options:— Experience with Docker— Understanding of Makefiles— Expertise in KVM or QEMU— Familiarity with networking, including TCP/IP and the Ethernet stack","Київ, Львів, віддалено"
Senior Python Developer,https://jobs.dou.ua/companies/altamira-ai/vacancies/272725/,"Altamira is a boutique IT company that delivers Digital and AI solutions to a wide range of international customers. Headquartered in Bratislava (Slovakia), we work primarily in the financial, pharma and retail sectors delivering mobile, web and platform solutions using an expansive technology portfolio.Altamira service delivery teams currently span Slovakia, Ukraine, and the Middle East, and we have ambitions to expand our footprint to meet the growing demand across Europe and into our primary growth markets in the UK and the US.As a fully remote company, we welcome talented individuals seeking hourly-based freelance opportunitiesAbout the project:Join a forward-thinking company with a robust European presence specializing in commodity trading and innovative energy solutions. We’re embarking on a project to overhaul the global internal management system to meet growing business demands.Key components include:Data consolidation and processingETL implementationAutomated workflows and calculationsPowerBI reportingVarious permission levelsYou’ll collaborate with a team of 5 Engineers, 2 MQAs, a BA, and a PM under the guidance of an Architect.Important Note: For this role, we are currently seeking candidates who are fluent in Ukrainian.About you:Experience with Python for a 5+ yearsStrong knowledge of Python Coding and its data-related libraries ex. Pandas, FastAPIKnowledge of Application, data, and infrastructure architecture disciplines Experience with Restful APIs, Selenium, Git, bash scripting Preferred: Familiarity with Docker, AWS ECS, and AWS Lambda functionsAbility to work with ETL and Data LakeUpper-Intermediate level of EnglishFluent/Native in Ukrainian language You will work with:Understand the use cases and requirements of the stakeholders and provide technical solutionsWrite effective, scalable Python code with proper unit tests, error handling, and loggingTest and debug programs and improve the functionality of existing systems Provide estimates and communicate project plan to stakeholders Continually look for process improvements and more efficient use of technology Our transparent recruitment journey usually takes up to 2 weeks and includes a few stages:Recruiting Interview -> 30-45 minTechnical Interview -> 1-1,5hClient Interview (optional) -> up to 1hReference CheckOfferIf you’re seeking a flexible, welcoming, and professional environment, join our freelance project-based team! We do believe that the success of altamira.ai is impossible without the success of our Talents and the success of our Clients!","Київ, за кордоном, віддалено"
Senior Python Engineer (with AI experience),https://jobs.dou.ua/companies/turnkey-labs/vacancies/272704/,"About the Company: Goldenset Collective is the only platform for authorized Creator-Generated Personas, trained on proprietary data and personalized to each fan. We are on a mission to empower creators to build deeper connections with their fans in the age of AI — all on their own terms. Taking an AI-first approach, our solution powers unique, 24/7 experiences that enable creators to engage with their followers authentically and at scale. By offering personalized content and interactive opportunities, we ensure that every interaction is genuine and tailored. Fully authorized and authenticated, our solution empowers creators to take ownership and control of their future in a world of AI-generated content, providing seamless and meaningful connections around the clock.We are looking for a creative and enthusiastic Python Developer with a strong background in AI technologies to join our dynamic team. As a Python Developer, you will play a crucial role in designing, developing, and deploying AI-powered solutions for both creators and fans. You will collaborate with cross-functional teams to integrate AI models into scalable applications, driving meaningful insights and outcomes. Excellent communication skills and a knack for creating clean and efficient code are also essential. If you have a passion for software engineering and a desire to help us create the world’s most innovative consumer applications, we want to hear from you! Goldenset software engineers will develop the next-generation technologies that change how the creator economy connects, interacts and monetizes their relationships with billions of fans. Our products need to deliver authentic and personalized content at massive scale across all modalities, including text, images, audio and video. This is a unique opportunity to make a significant impact on a product that aims to transform how fans interact with creators. You’ll have an opportunity to reimagine the rapidly growing creator economy in the age of AI.Responsibilities:Design and develop robust, scalable, and efficient Python architecture providing APIs to support multi-agent/multi-model AI applications.Research and deploy open source AI models that can solve given challengeTrain, deploy, monitor and develop AI models in the cloud, ensuring seamless integration into production environments.Collaborate with the executive team, engineering and design to understand project requirements and translate them into technical solutions.Optimize and fine-tune AI algorithms for performance, accuracy, and scalability.Conduct code reviews, provide constructive feedback, and ensure adherence to best practices and coding standards.Monitor, troubleshoot, and resolve issues in existing AI applications and frameworks.Keep abreast of the latest developments in AI and Python programming to continuously improve our technology stack.Contribute to technical documentation, including system design documents, model descriptions, and deployment procedures.What you bring:Bachelor’s degree in Computer Science, Information Technology, or a related field, or equivalent practical experienceProven experience as a Python Developer with a strong focus on AI and machine learning projects.Deep understanding of AI, machine learning, and deep learning concepts, algorithms, and frameworks.Proficiency in Python programming and experience with libraries such as TensorFlow, PyTorch, scikit-learn, and NumPy.Hands-on experience with data preprocessing, feature engineering, and model evaluation techniques.Familiarity with cloud platforms such as Hugging Face/AWS/Google Cloud, or Azure for deploying AI solutions.Strong problem-solving skills and ability to work in a collaborative, fast-paced environment.Excellent communication skills, both written and verbal, with the ability to convey complex technical concepts to non-technical stakeholders.As a plus:Familiarity with any of open-source models in production Familiarity with image, audio, and/or video models in production Familiarity with deepFake algorithms/models in productionPerks:Opportunity to work on cutting-edge technologies and contribute to innovative projects.Flex PTO for any reason, including sick days (no specified limits), flexible work schedule.Personal laptop.Health and wellness package.Remote work.",віддалено
Back-End Engineer (Python),https://jobs.dou.ua/companies/preply/vacancies/272702/,"At Preply, we are unlocking human potential through learning.We believe learning with a great tutor is life-changing. That’s why we match online tutors from across the globe with learners and empower them to create live language classes with AI-powered tools and learning materials. This is how we deliver progress, create engagement and keep our global community of learners motivated. So far, over 32,000 tutors have given more than 15 million lessons to learners from over 175 countries.The Preply Engineering Team provides the tools to help unlock human potential through learning.We work primarily with Python/Django to build scalable and robust applications. We implement A/B tests to prove the value of our initiatives and improve our product based on data and students and tutors feedback. As part of our commitment to ensuring high-quality products, we prioritize monitoring and metrics analysis to identify areas for optimization and ensure our services are performing at their best. Our team is made up of talented engineers who are passionate about solving complex problems and developing innovative solutions to drive our company’s success.At Preply, we release our product 50-60 times per day by leveraging top-notch CI/CD processes. As a fast-growing company we have diverse technical challenges (sometimes we even write about them on our Engineering Blog) that will allow you to develop your skills at scale. Meet the team!You will be working in a cross-functional Growth team alongside 5 other engineers, Product Manager, Tech Lead, Data Analytics, Engineering Manager to deliver the best first experience to our users (upper funnel) What you’ll be doing:Exploring new strategic bets for the company Developing features and A\B tests around the first users’ experience, from Matching with the Tutor to the First student’s lessons on a platform (growth upper funnel)Supporting a product team in ideation, hypothesis validation, and experimentation Improving the observability and quality of the systemMaking our best practices even better (test culture, code reviews, monitoring and scalability of our tools)Collaborating with Product Manager, Researchers and Data leaders to ensure the best user experience What you need to succeed:A great collaborator with excellent verbal and written communication skills. Minimum B2 English level.Senior-level experience building modern applications in Python\ DjangoReact or other frontend-focused language experience to occasionally contribute to our FE systems.Be data-oriented. Work closely with production data and our Data Analyst to find insights. SQL, Amplitude, Looker skills are beneficial.Be pragmatic. Balance short-term speed of development with the long-term technical quality of our systems.Be a leader. You will need to solve problems with a high degree of uncertainty and many stakeholders Expertise in troubleshooting issues, identifying the root cause, mitigating it, and adding setting up safeguards to prevent future issues.Bring your voice and ideas to the team, thinking beyond the code and about our customers.Willingness to be on-call for your squad (1 week every 5 weeks).Why you’ll love it at Preply: Open, collaborative, dynamic and diverse culture.Generous monthly allowance for lessons on Preply.com .Learning & Development budget, including time off for your self-development.Competitive financial package with equity, leave allowance and health insurance.Access to free mental health support platforms.Opportunity to shape the lives of learners and tutors from over 175 countries through language learning and teaching.But there’s more. At Preply, we focus on doing better every day — pushing the limits of what we know is possible. And we know our purpose is strong. We’re re-engineering education, providing outstanding experiences for our global community of language learners and building authentic connections across the world. You’ll get to be a part of our online learning innovation!Propelled by a tenfold increase in revenues over the last three years, thanks to our best-in-class consumer and B2B products, Preply is now leading the online language tutoring segment globally and has 500+ employees of over 50 nationalities based across Barcelona, Kyiv and the US. We do extraordinary things at Preply — and we want you to join us. If you’re committed to curiosity, love experimentation and relish the challenge of exploring new ideas, then it’s time we say: Welcome to The World Class. Our PrinciplesCare to change the world — We are passionate about our work and care deeply about its impact to be life changing.We do it for learners — For both Preply and tutors, learners are why we do what we do. Every day we focus on empowering tutors to deliver an exceptional learning experience.Keep perfecting — To create an outstanding customer experience, we focus on simplicity, smoothness, and enjoyment, continually perfecting it as every detail matters.Now is the time — In a fast-paced world, it matters how quickly we act. Now is the time to make great things happen.Disciplined execution — What makes us disciplined is the excellence in our execution. We set clear goals, focus on what matters, and utilize our resources efficiently.Dive deep — We leverage business acumen and curiosity to investigate disparities between numbers and stories, unlocking meaningful insights to guide our decisions.Growth mindset — We proactively seek growth opportunities and believe today’s best performance becomes tomorrow’s starting point. We humbly embrace feedback and learn from setbacks.Raise the bar — We raise our performance standards continuously, alongside each new hire and promotion. We build diverse and high-performing teams that can make a real difference.Challenge, disagree and commit — We value open and candid communication, even when we don’t fully agree. We speak our minds, challenge when necessary, and fully commit to decisions once made.One Preply — We prioritize collaboration, inclusion, and the success of our team over personal ambitions. Together, we support and celebrate each other’s progress.Diversity, Equity, and InclusionPreply is committed to creating a diverse and inclusive environment where people from all backgrounds can thrive. Different opinions and viewpoints are key ingredients in our success as a multicultural Ed-Tech company. Preply will consider all applications for employment without regard to race, color, religion, gender identity or expression, sexual orientation, national origin, disability, age or veteran status. Together, we are The World Class.",Київ
Junior Developer — AI Specialist,https://jobs.dou.ua/companies/codewy-eu/vacancies/272667/,"Our Client SpeedBT is an advertising agency of the future. We are building a next generation business model of the advertising agency, leveraging key technological advancements like cloud computing, automation, machine learning and AI. We want to update existing manual, labor intensive processes with a fully automated Cloud-first SaaS service model. We are lean, efficient and very fast while achieving the same level of benefit for the customer: high quality campaigns that drive business results at target level of profitability. Check out our website to know more.About the RoleAutomation specialists are the backbone of SpeedBT operations. They translate key advertising agency processes and operations normally done by account managers, strategists, media planners and buyers into automated workflows using API’s.Role ObjectivesCreate AI / LLM microservices infrastructure and leverage it to automate advertising agency processes like campaign creation, reporting, optimization, etc.Maintain and improve system architecture over time.Core RequirementsPythonGitSolid understanding of web technologies (HTTP, DNS, HTML, CSS)Proficiency in creating and integrating RESTful APIsUnix-like OS command line proficiencyWorking level of EnglishGood communication skills, ability to work in a team, problem solvingAbility to master new frameworks in record timeAdditional Requirements (the more the better)Knowledge of LLM frameworks (LangChain, LlamaIndex)Familiarity with Open AI / Gemin or other LLM models and relared APIsGitHub account with projects to brag aboutApps Script Prompt engineering experience with ChatGPT or BardDevelopment experience with Angular / Remix / Next.jsUnderstanding of and experience with OAuth 2.0",віддалено
Middle Python Developer,https://jobs.dou.ua/companies/incora/vacancies/237324/,"At Incora we are looking for a skilled Middle Python Developer to join our team and develop innovative projects using Python, Django, and different databases.Ideally, you need to have a passion for programming, great soft skills, and good English. Also, you should have at least 2 years of proven commercial experience.This is a full-time position in Lviv.Requirements— A strong skill set within Python 3 and the Python 3 ecosystem— Experience with frameworks (Flask or Django)— Strong knowledge of databases (e.g. PostgreSQL, MySQL, MongoDB)— Experience with writing and implementing APIs (e.g. REST API)— Knowledge of microservice architecture— Experience with AWS— English at least Upper-intermediate level (written, spoken)— Experience with 2 or more commercial projects in productionResponsibilities— Create reusable, effective and scalable code— Work closely with customers to understand their needs and help with providing requirements— Contribute to architecture decisions and communicate closely with other engineers;— Provide realistic estimates for planned work;— Developing back-end components to improve responsiveness and overall performance— Learn and grow as an all-around professionalWe offer▪️IT Club membership▪️18 days of vacation + 8 days of paid state holidays▪️Health insurance▪️Compensation for language trainings ▪️Compensation for educational courses, training, and certificates▪️Compensation for sport activities▪️Mentorship program▪️Employee recognition program with awards▪️Running club▪️Reading club▪️Cozy and pet-friendly office▪️Weekly sweets & fruits office days▪️Corporate bookshelf▪️Office relax zone with PS4, VR, table games, table tennis, aero hockey, mini football table, and gymnastic ladder.",Львів
Junior Python Developer,https://jobs.dou.ua/companies/developex/vacancies/227084/,"Developex у пошуках Junior Python Developer для роботи над відзначеною нагородами платформою B2B SaaS, яка персоналізує професійне навчання вчителів.Твої хард скіли:1+ років комерційного досвіду в розробці на Python є обов’язковим;Глибоке розуміння фреймворку Django;Володіння Git для контролю версій;Досвід роботи з SQL базами даних, зокрема з PostgreSQL;Базові знання JavaScript та Docker;Рівень володіння англійською мовою не нижче Intermediate (B1).Твої софт скіли:Сильні навички вирішення проблем і увага до деталей;Здатність ефективно працювати в командному середовищі;Сильні комунікативні навички для участі в командних обговореннях.Буде перевагою:Досвід роботи з Django Rest Framework (DRF) та React;Знання сервісів AWS;Досвід написання модульних тестів.Обов’язки:Розробка нових функцій та підтримка існуючого коду;Участь у командних зустрічах та обговореннях для розуміння і внеску в розробку нових функцій;Виконання завдань на фронтенді з використанням таких інструментів, як JavaScript, jQuery та React;Співпраця з членами команди для забезпечення якості та узгодженості коду.Пропонуємо:Конкурентну заробітну плату та гнучку оплату доходу — ми цінуємо вашу кваліфікацію та досвід і готові віддячити відповідно;Цікаві та нетривіальні проєкти — ви будете працювати над продуктами, які впливають на життя мільйонів користувачів по всьому світу;Стабільність та довгострокові перспективи — ми пропонуємо роботу у стабільній компанії з перспективою кар’єрного росту;Зручний та гнучкий графік роботи — повністю віддалений формат роботи/офіс в центрі міста на вибір;Можливості для професійного зростання — ми надаємо платні тренінги та семінари, доступ до корпоративної бібліотеки та заняття англійською з носієм мови;Привабливий соціальний пакет — ми пропонуємо соціальні виплати, оплачувані відпустки, державні свята та лікарняні, а також компенсацію медичного обслуговування та заняття з йоги&психологічну підтримку.Developex — це згуртована команда професіоналів, де позитивна атмосфера є запорукою успіху. Якщо ти активний та вмотивований Python Developer, який прагне інтелектуальних викликів та цікавих проєктів — приєднуйтесь до нас!","Київ, за кордоном, віддалено"
Senior Python Engineer,https://jobs.dou.ua/companies/planeks/vacancies/272642/,"This position supposes that you have the following knowledge and competencies:5+ years of commercial software engineering experience using Python for Web.Strong soft skills including leadership — ability to hire, develop, inspire, motivate, train and manage the team to meet high goals.Knowledge of Django, FastAPI, Flask, Python CMSs would be a plus. Knowledge of SQL and NoSQL databases.Knowledge of designing and writing APIs or RESTful endpoints.Multi-threading, asynchronous and microservice software development experience.Understanding of network principles (TCP / IP, DNS, HTTP, SSL).Knowledge of message streams and brokers RabbitMQ, Kafka, etc.Strong expertise in software design, development and development management.Knowledge OOP, Architecture Patterns and Best Practices for tech solutions.Excellent English communication skills (both verbal and written). Will be a plus:Knowledge of another programming language except for Python.Strong understanding of CI/CD process and cloud platforms.Experience with Machine Learning or Artificial Intelligence.Business-oriented approach. Responsibilities:Being on the edge of technology, management, and business.Working with the founders on directions and goals for the development team.Technical mentoring and coaching of developers.Being a part of recruitment processes.Integrate the newest technologies and approaches which will be used by other developers in the company.Constantly adding value to the experience of our customers... and coding!What PLANEKS offers:0. Fast and comfortable hiring process.1. 100% remote work opportunity and flexitime — choose working hours between 8:00-20:00.2. Manage your compensation $$$$ budget — Travel tickets, Work equipment, Health insurance, Software, Sport, Training.3. Salary paid in USD + tax compensation. Revision every 12 months. We want everyone to be confident in what tomorrow brings.4. Everything to provide a good rest. YES: Paid vacation, national holidays, sick leaves(and support in case of serious diseases). NO: overtime, work on weekends.5. Regular feedback, mentorship, code review. Friendly and professional team that supports you. Well, we’re proud of how we handle that. So you can always count on us.6. Speaking clubs with a native speaker to constantly maintain your English level.7. No bureaucracy — transparent processes and flat management. Working remotely means keeping things as simple as possible to work efficiently. We propose something more significant than a job. PLANEKS means developing a new lifestyle for our colleagues and clients. So take your part in it!",віддалено
Middle/Senior Python Developer,https://jobs.dou.ua/companies/chi-software/vacancies/200400/,"The CHI Software team is not standing still. We love our job and give it one hundred percent of us! Every new project is a challenge that we face successfully. The only thing that can stop us is... Wait, it’s nothing! Now the CHI team is looking for a Middle/Senior Python Developer with Clouds AWS/Azure/GCP!Requirements:At least 2+ years experience with Python language;Experience with general Python web-frameworks: Django/Flask, Aiohttp and other;AWS/Azure/GCP experience;Experience with SQL and RDBMS (PostgreSQL, MySQL), NoSQL databases and Python ORMs;Knowledge of HTTP protocol;Knowledge of version control systems: GIT or SVN;Understanding REST;Experience of writing unit and integration tests;Knowledge of CI/CD;Ability to explore and drive new ideas and technologies, think and learn independently;Spoken English (Intermediate and higher);Experience with Front-End frameworks: React/Vue/Angular will be a plus. Our perks Covered vacation period: 20 business days and 5 days offFree English classesFlexible working scheduleTruly friendly and supporting atmosphereWorking remotely or in one of our officesMedical insurance for employees from UkraineCompensation of psychological counselingLegal supportRelocation assistance",віддалено
Senior Python AI Developer,https://jobs.dou.ua/companies/newsoft/vacancies/272632/,"We are looking for a Senior Python AI Developer to join a project from the UK. We are developing a sports app that allows users to conduct tournaments, stream live events, access a library, and more. The successful candidate must have an extensive background in Python development and a proven track record of having built and launched consumer-facing apps. This role requires experience with AI model APIs and strong software development skills.Requirements4+ years of significant experience in Python development.Experience with AI model APIs.Demonstrates a track record of successfully contributing to the development of large-scale projects.Adept in concurrent programming techniques.Proven expertise in development of different API architectures (Rest API, GraphQL, gRPC).Knowledge of cloud platforms (e.g., AWS, Google Cloud, Azure).Excellent problem-solving skills and the ability to work independently or as part of a team.Strong communication skills and the ability to present complex technical concepts to non-technical stakeholders.Possesses at least an upper-intermediate level of proficiency in English.Nice-to-Have Skills:Experience with AI related domains.Experience with data analysis tools and libraries (e.g., Pandas, NumPy, SciPy).Responsibilities:Architect and develop resilient, adaptable back-end services.Seamlessly link back-end components with internal, external, and front-end applications.Take a key role in shaping the logic and structure of the application.Collaborate closely with the team on product design.Interview stages:HR interview (30 minutes).Technical interview (1 hour).Interview with the customer (1 hour).Job offer🎉🎉🎉We offer:Competitive salaryChallenging tasks and projects.Opportunities for professional development and growth.Flexible working hours.New hardware.Free English lessons.Table tennis and yoga classes.Availability of generators and Starlinks in the office.Small gym in the office.Adjustable height tables.Regular office fruit delivery and other benefits.Let’s create value together!",Львів
Senior Python developer,https://jobs.dou.ua/companies/yalantis/vacancies/240514/,"We’re looking for an experienced Python developer to join our team. The client is a financial technology company focusing on reducing compliance-related risk, accelerating growth-promoting business processes, and enhancing the brand equity of firms operating under stringent customer protection rules.Responsibilities:Participate in analysing and developing appropriate solutions for customer needs on a specific roadmap.Collaborating with other developers and product managers to execute objectives.Develop solid unit and integration tests.Requirements:6+ years of professional experience in Python.Experience with frameworks like Aiohttp, FastAPI or similar.Experience AWS Cloud Services (cloudformation, sam, IaC).Experience with FireStore and/or DynamoDB database and Python libraries for it.Upper-Intermediate level of English.Nice to have:GraphQL, Python libraries for GraphQL, AWS AppSync.Ability to set up hosting on AWS ECS Fargate.GitHub ActionsOur benefits:GROWTH & EDUCATIONIndividual development plan.Mentoring program.Evaluation process.Professional education.Covering the cost of professional certifications.Corporate library.English classes.COMMUNITYTechnological community.Volunteering & Charity.Yalantis events.Yalantis Education.Project Teambuilding activities.Workation in Larnaca.WELLBEINGMedical insurance/Health check-up/Sports activities compensation — up to your choice.Vacation & Day Offs.Mental health support program.Public holidays.Financial and legal support for private entrepreneurs.WORK ENVIRONMENTCozy offices (Dnipro, Kyiv, Lviv, Warsaw, Larnaca).Corporate Top-notch equipment and quality tools.Flexible format of work.Eco & Pet-friendly space.Fun activities in offices.Y-bucks & Yalantis store.Before sending us your CV, you may read our Privacy Notice.","Київ, Львів, Дніпро, Ларнака (Кіпр), Варшава (Польща), віддалено"
Junior Python Developer,https://jobs.dou.ua/companies/precoro/vacancies/269171/,"👀 We’re looking for a nimble-minded and detail-oriented Python Developer to join our team. Our ideal candidate cares about customer experience and business cases, can ask good questions and learn proactively. The future projects are related to but not limited to bug fixing, existing product improvement, and new features development.Precoro is a Ukrainian product-based company that empowers businesses to leverage their procurement and spending operations. We help customers from more than 80 countries around the globe to transform their purchasing experience by replacing Excel spreadsheets, paperwork, and manual processes. We work with thousands of clients; some well-known brands are Taxfix, Gorillas, and Synevo.Over the past 9 years, we have:🚀 Gathered 90+ incredible specialists on our team🚀 Launched 10 large-scale integrations (including with Amazon, Slack, and Google)🚀 Helped 1000+ clients improve purchasing operationsEverything we’ve achieved is the result of a purposeful team focusing on shared values. You can read more about Precoro’s values at this link.🏡 Important: we are looking for a person with the opportunity to work in our office in Kyiv.📍What We Look For (Requirements) —Education related to math, computer science, or economics.— 1+ year of experience with Python 3 +Django/Flask— Understanding of OOP.— Ability to reason about your solutions and proactively look for solutions.— Hands-on experience with RESTful APIs— Knowledge or experience MySQL, MVC pattern, Git, MacOS/Ubuntu— Willingness to work mostly in the office (Obolon district).📍Nice-to-have skills— Knowledge of microservices architecture— Knowledge of message queuing📍Responsibilities— Assist with microservices architecture implementation using Python as a language and Django/Flask as a framework— Collaborate with product, design, development— Work on current product improvements and learn quickly.— Develop unit tests to ensure the high quality of our codebase.— Help nurture team spirit and implement engineering best practices.✏️What we offer:— Opportunity to build a product used by thousands of customers around the world.— Trust-based management style and ownership culture.— Open, honest, reliable, and friendly team members.— Offices in Kyiv.— Flexible paid time-off policy.— Competitive compensation based on your qualifications.— Compensation for additional training.— Medical insurance (in 6 months of cooperation).🏃‍♂️The interview process consists of:— Intro call with our recruiter.— Interview with the hiring manager.— Test assignment (optional, only if needed).Join the Precoro team and let’s create innovation together! 🤩",Київ
Python ML/Data Engineer,https://jobs.dou.ua/companies/gemicle/vacancies/269512/,"About Company Our client is the first Customer-Led Marketing Platform. Its solutions ensure that marketing always starts with the customer instead of a campaign or product. It is powered by the combination of 1) rich historical, real-time, and predictive customer data, 2) AI-led multichannel journey orchestration, and 3) statistically credible multitouch attribution of every marketing action.In Gartner’s 2023 Magic Quadrant for Multichannel Marketing Hubs, the company was positioned the highest in execution and furthest in vision among Challengers. In Gartner’s companion report ranked #1 by Gartner for Multichannel Marketing Journey Orchestration.ResponsibilitiesWe are seeking a person who feels free in data analysis (including hands-on experience with ML algorithms) and developing data processing pipelines as a software engineer. As a part of our team, you will be responsible for:Investigate the historical data and find opportunities for ML model usage.Contribute to existing and create new data processing pipelines.Collaborate with others to bring ML models to production.RequirementsStrong programming skills in Python and experience with data processing libraries (pandas, numpy).Hands-on experience with at least one of ML libraries (TensorFlow, PyTourch, scikit-learn, etc.)Profound knowledge of statistical analysis algorithms and approaches to ML model training and evaluation.Advanced experience in SQL for data querying and manipulation.Good understanding of clean code principles.Experience with OLAP storage (Snowflake, BigQuery, ClickHouse, etc.).Experience with data processing services (Apache Airflow, GCP Dataflow, Apache Hadoop, etc.).Ability to communicate clearly with both technical and non-technical audiences.Fluent EnglishAdvantagesHands-on experience with Apache Airflow.Hands-on experience with Snowflake and Snowpark.Experience in Scala.Familiarity with CI/CD pipelines.Understanding of IaC scripts (terraform, bicep, etc.)","Вінниця, віддалено"
